  175 -60.9010 127.1885 667682.023 	  2016   1   1  1 27  0.000011 
  176 -62.6536 125.9396 667949.172 	  2016   1   1  1 27 30.000009 
  177 -64.3957 124.5502 668174.250 	  2016   1   1  1 28  0.000007 
  178 -66.1250 122.9904 668355.672 	  2016   1   1  1 28 30.000005 
  179 -67.8387 121.2219 668491.969 	  2016   1   1  1 29  0.000004 
  180 -69.5330 119.1948 668581.799 	  2016   1   1  1 29 30.000002 
  181 -71.2028 116.8434 668623.948 	  2016   1   1  1 30  0.000000 
  182 -72.8411 114.0796 668617.341 	  2016   1   1  1 30 29.999998 
  183 -74.4380 110.7851 668561.043 	  2016   1   1  1 30 59.999996 
  184 -75.9795 106.7998 668454.266 	  2016   1   1  1 31 29.999995 
  185 -77.4453 101.9088 668296.373 	  2016   1   1  1 31 59.999993 
  186 -78.8057  95.8325 668086.880 	  2016   1   1  1 32 29.999991 
  187 -80.0175  88.2370 667825.459 	  2016   1   1  1 32 59.999989 
  188 -81.0204  78.8053 667511.943 	  2016   1   1  1 33 29.999987 
  189 -81.7378  67.4303 667146.325 	  2016   1   1  1 33 59.999986 
  190 -82.0918  54.5175 666728.762 	  2016   1   1  1 34 29.999984 
  191 -82.0335  41.1232 666259.574 	  2016   1   1  1 34 59.999982 
  192 -81.5714  28.5545 665739.245 	  2016   1   1  1 35 29.999980 
  193 -80.7656  17.7023 665168.421 	  2016   1   1  1 36  0.000019 
  194 -79.6964   8.8016 664547.913 	  2016   1   1  1 36 30.000017 
  195 -78.4362   1.6597 663878.691 	  2016   1   1  1 37  0.000015 
  196 -77.0406  -4.0583 663161.885 	  2016   1   1  1 37 30.000013 
  197 -75.5484  -8.6745 662398.782 	  2016   1   1  1 38  0.000012 
  198 -73.9865 -12.4505 661590.820 	  2016   1   1  1 38 30.000010 
  199 -72.3731 -15.5848 660739.589 	  2016   1   1  1 39  0.000008 
  200 -70.7209 -18.2247 659846.821 	  2016   1   1  1 39 30.000006 
  201 -69.0390 -20.4792 658914.392 	  2016   1   1  1 40  0.000004 
  202 -67.3336 -22.4293 657944.309 	  2016   1   1  1 40 30.000003 
  203 -65.6096 -24.1360 656938.711 	  2016   1   1  1 41  0.000001 
  204 -63.8704 -25.6457 655899.858 	  2016   1   1  1 41 29.999999 
  205 -62.1187 -26.9939 654830.125 	  2016   1   1  1 41 59.999997 
  206 -60.3565 -28.2087 653731.997 	  2016   1   1  1 42 29.999996 
  207 -58.5853 -29.3119 652608.057 	  2016   1   1  1 42 59.999994 
  208 -56.8066 -30.3211 651460.984 	  2016   1   1  1 43 29.999992 
  209 -55.0211 -31.2504 650293.536 	  2016   1   1  1 43 59.999990 
  210 -53.2299 -32.1115 649108.550 	  2016   1   1  1 44 29.999988 
  211 -51.4334 -32.9137 647908.924 	  2016   1   1  1 44 59.999987 
  212 -49.6324 -33.6649 646697.614 	  2016   1   1  1 45 29.999985 
  213 -47.8271 -34.3718 645477.622 	  2016   1   1  1 45 59.999983 
  214 -46.0180 -35.0398 644251.985 	  2016   1   1  1 46 29.999981 
  215 -44.2055 -35.6736 643023.765 	  2016   1   1  1 47  0.000020 
  216 -42.3898 -36.2774 641796.038 	  2016   1   1  1 47 30.000018 
  217 -40.5711 -36.8544 640571.886 	  2016   1   1  1 48  0.000016 
  218 -38.7497 -37.4077 639354.382 	  2016   1   1  1 48 30.000014 
  219 -36.9258 -37.9400 638146.583 	  2016   1   1  1 49  0.000013 
  220 -35.0995 -38.4534 636951.516 	  2016   1   1  1 49 30.000011 
  221 -33.2710 -38.9500 635772.172 	  2016   1   1  1 50  0.000009 
  222 -31.4404 -39.4315 634611.489 	  2016   1   1  1 50 30.000007 
